InvoiceNo,Date,StoreID,ProductID,Category,Quantity,UnitPrice,Discount(%),CostPerUnit,CustomerType,PaymentMode,Day,Gross_Sales,Total_Cost,Total_Sales,Net_Profit,Profit_Margin,DayName
INV1000168,12-01-2024,STR042,PRD0101,Shoes,1,7798.81,0,125.64,New,Card,Weekday,7798.81,125.64,7798.81,7673.17,98.39,Friday
INV1000169,16-01-2025,STR045,PRD0015,Clothing,3,1358.53,5,1303.30,Returning,Digital,Weekday,4075.59,3909.90,3871.81,-38.14,-0.99,Thursday
INV1000170,12-05-2025,STR009,PRD0067,Accessories,2,2311.21,10,497.74,Returning,Card,Weekday,4622.42,995.48,4160.18,3164.60,76.07,Monday
INV1000171,29-10-2025,STR035,PRD0046,Accessories,4,6855.93,10,622.05,Returning,Cash,Weekday,27423.72,2488.20,24681.35,22193.05,89.92,Wednesday
INV1000172,10-11-2025,STR020,PRD0029,Clothing,7,4736.68,15,2040.15,Returning,Card,Weekday,33156.76,14281.05,28183.25,13902.05,49.33,Monday
INV1000173,29-12-2024,STR047,PRD0036,Clothing,4,1795.05,5,1182.64,Returning,Cash,Weekend,7180.20,4730.56,6821.19,2090.58,30.65,Sunday
INV1000174,24-05-2025,STR029,PRD0084,Shoes,6,2646.40,0,1790.75,New,Cash,Weekend,15878.40,10744.50,15878.40,5133.90,32.33,Saturday
INV1000175,15-07-2024,STR016,PRD0032,Clothing,2,728.44,0,1727.41,Returning,Card,Weekday,1456.88,3454.82,1456.88,-1997.94,-137.14,Monday
INV1000176,30-04-2024,STR044,PRD0099,Shoes,4,1789.76,25,2306.45,Returning,Cash,Weekday,7159.04,9225.80,5369.28,-3856.77,-71.83,Tuesday
INV1000177,18-09-2025,STR019,PRD0042,Accessories,4,3068.53,15,154.08,Returning,Digital,Weekday,12274.12,616.32,10433.00,9816.53,94.09,Thursday
INV1000178,28-12-2023,STR003,PRD0023,Clothing,6,2380.48,25,847.28,Returning,Cash,Weekday,14282.88,5083.68,10712.16,5628.23,52.54,Thursday
INV1000179,07-09-2025,STR037,PRD0078,Accessories,3,1340.82,0,1159.57,Returning,Card,Weekend,4022.46,3478.71,4022.46,543.75,13.52,Sunday
INV1000180,28-05-2024,STR008,PRD0043,Accessories,2,1876.19,0,524.25,Returning,Card,Weekday,3752.38,1048.50,3752.38,2703.88,72.06,Tuesday
INV1000181,30-04-2025,STR012,PRD0079,Accessories,3,8604.62,15,699.08,Returning,Cash,Weekday,25813.86,2097.24,21941.78,19844.39,90.44,Wednesday
INV1000182,19-08-2024,STR021,PRD0032,Clothing,5,530.74,5,1417.26,Returning,Cash,Weekday,2653.70,7086.30,2521.02,-4565.34,-181.09,Monday
INV1000183,29-09-2024,STR042,PRD0047,Accessories,3,7019.86,0,240.78,Returning,Digital,Weekend,21059.58,722.34,21059.58,20337.24,96.57,Sunday
INV1000184,03-07-2024,STR045,PRD0016,Clothing,2,3374.20,0,1335.51,New,Digital,Weekday,6748.40,2671.02,6748.40,4077.38,60.42,Wednesday
INV1000185,01-10-2025,STR027,PRD0090,Shoes,2,4754.49,5,187.31,Returning,Card,Weekday,9508.98,374.62,9033.53,8658.86,95.85,Wednesday
INV1000186,20-04-2025,STR024,PRD0010,Clothing,4,4627.60,15,132.32,New,Digital,Weekend,18510.40,529.28,15733.84,15204.41,96.64,Sunday
INV1000187,26-04-2025,STR029,PRD0015,Clothing,2,3561.33,5,1450.60,New,Card,Weekend,7122.66,2901.20,6766.53,3865.28,57.12,Saturday
INV1000188,07-08-2024,STR036,PRD0060,Accessories,3,6825.85,0,757.97,New,Cash,Weekday,20477.55,2273.91,20477.55,18203.64,88.90,Wednesday
INV1000189,30-01-2024,STR028,PRD0045,Accessories,2,7093.73,0,255.75,Returning,Digital,Weekday,14187.46,511.50,14187.46,13675.96,96.39,Tuesday
INV1000190,16-12-2024,STR050,PRD0083,Shoes,4,7844.00,5,1281.36,Returning,Card,Weekday,31376.00,5125.44,29807.20,24681.71,82.80,Monday
INV1000191,24-05-2025,STR035,PRD0018,Clothing,3,3440.90,0,1145.34,Returning,Digital,Weekend,10322.70,3436.02,10322.70,6886.68,66.71,Saturday
INV1000192,28-01-2025,STR049,PRD0003,Clothing,2,4903.21,10,613.34,Returning,Cash,Weekday,9806.42,1226.68,8825.78,7599.00,86.10,Tuesday
INV1000193,23-01-2025,STR013,PRD0113,Shoes,2,6020.17,15,888.34,New,Cash,Weekday,12040.34,1776.68,10234.29,8457.46,82.64,Thursday
INV1000194,05-01-2024,STR003,PRD0058,Accessories,1,6098.51,0,1606.12,Returning,Digital,Weekday,6098.51,1606.12,6098.51,4492.39,73.66,Friday
INV1000195,01-07-2025,STR009,PRD0065,Accessories,5,9936.79,20,1520.50,Returning,Digital,Weekday,49683.95,7602.50,39747.16,32144.46,80.87,Tuesday
INV1000196,16-01-2025,STR016,PRD0039,Clothing,1,4443.16,5,2074.75,Returning,Card,Weekday,4443.16,2074.75,4221.00,2146.20,50.85,Thursday
INV1000197,10-05-2025,STR032,PRD0007,Clothing,4,4875.31,10,2112.23,New,Card,Weekend,19501.24,8448.92,17551.12,9102.10,51.86,Saturday
INV1000198,13-11-2025,STR049,PRD0069,Accessories,4,4893.13,0,797.09,Returning,Card,Weekday,19572.52,3188.36,19572.52,16384.16,83.71,Thursday
INV1000199,23-02-2025,STR009,PRD0050,Accessories,4,2655.73,10,699.06,New,Card,Weekend,10622.92,2796.24,9560.63,6764.29,70.75,Sunday
INV1000200,14-07-2025,STR039,PRD0078,Accessories,4,683.61,15,805.75,New,Cash,Weekday,2734.44,3223.00,2324.27,-898.88,-38.67,Monday
INV1000201,20-03-2024,STR022,PRD0039,Clothing,4,4806.59,25,1400.45,Returning,Card,Weekday,19226.36,5601.80,14419.77,8817.72,61.15,Wednesday
INV1000202,05-09-2024,STR046,PRD0027,Clothing,3,2284.84,0,247.42,Returning,Card,Weekday,6854.52,742.26,6854.52,6112.26,89.17,Thursday
INV1000203,15-03-2025,STR024,PRD0066,Accessories,3,8863.28,15,1552.99,Returning,Card,Weekend,26589.84,4658.97,22601.36,17942.24,79.39,Saturday
INV1000204,11-07-2025,STR037,PRD0111,Shoes,1,2393.17,0,1514.27,New,Cash,Weekday,2393.17,1514.27,2393.17,878.90,36.73,Friday
INV1000205,30-10-2024,STR037,PRD0107,Shoes,4,2569.26,25,318.27,Returning,Digital,Weekday,10277.04,1273.08,7707.78,6434.45,83.48,Wednesday
INV1000206,07-09-2025,STR009,PRD0093,Shoes,6,4735.13,20,1402.12,Returning,Card,Weekend,28410.78,8412.72,22728.62,14315.70,62.99,Sunday
INV1000207,13-11-2025,STR049,PRD0001,Clothing,4,2355.77,0,1495.08,New,Card,Weekday,9423.08,5980.32,9423.08,3442.76,36.54,Thursday
INV1000208,14-01-2025,STR040,PRD0062,Accessories,6,6695.06,5,1061.08,Returning,Cash,Weekday,40170.36,6366.48,38161.84,31795.31,83.32,Tuesday
INV1000209,21-05-2024,STR033,PRD0105,Shoes,3,5824.59,25,590.11,Returning,Cash,Weekday,17473.77,1770.33,13105.33,11334.75,86.49,Tuesday
INV1000210,08-02-2024,STR040,PRD0068,Accessories,3,2748.46,15,151.62,Returning,Cash,Weekday,8245.38,454.86,7008.57,6553.56,93.51,Thursday
INV1000211,22-12-2023,STR044,PRD0106,Shoes,7,6904.64,20,1398.87,New,Cash,Weekday,48332.48,9792.09,38665.98,28873.69,74.67,Friday
INV1000212,22-06-2025,STR011,PRD0011,Clothing,4,2749.36,15,501.79,New,Digital,Weekend,10997.44,2007.16,9347.82,7340.51,78.53,Sunday
INV1000213,21-10-2025,STR045,PRD0114,Shoes,6,4880.85,20,399.20,New,Digital,Weekday,29285.10,2395.20,23428.08,21032.68,89.78,Tuesday
INV1000214,06-02-2024,STR014,PRD0076,Accessories,4,1698.66,15,960.95,Returning,Digital,Weekday,6794.64,3843.80,5775.44,1931.49,33.44,Tuesday
INV1000215,26-10-2025,STR044,PRD0115,Shoes,8,4692.05,10,1748.78,New,Card,Weekend,37536.40,13990.24,33782.76,19792.42,58.59,Sunday
INV1000216,19-10-2024,STR005,PRD0044,Accessories,5,6170.14,5,679.43,New,Card,Weekend,30850.70,3397.15,29308.17,25910.97,88.41,Saturday
INV1000217,14-08-2025,STR025,PRD0056,Accessories,1,2101.66,0,1300.54,Returning,Cash,Weekday,2101.66,1300.54,2101.66,801.12,38.12,Thursday
INV1000218,09-10-2024,STR010,PRD0049,Accessories,3,7203.27,10,1377.85,Returning,Card,Weekday,21609.81,4133.55,19448.83,15315.18,78.75,Wednesday
INV1000219,13-06-2025,STR049,PRD0035,Clothing,2,960.04,5,683.98,New,Cash,Weekday,1920.08,1367.96,1824.08,456.07,25.00,Friday
INV1000220,02-12-2023,STR036,PRD0012,Clothing,5,3186.16,20,1180.80,Returning,Cash,Weekend,15930.80,5904.00,12744.64,6840.44,53.67,Saturday
INV1000221,28-08-2024,STR018,PRD0039,Clothing,2,1707.83,0,1491.20,Returning,Card,Weekday,3415.66,2982.40,3415.66,433.26,12.68,Wednesday
INV1000222,08-03-2024,STR016,PRD0093,Shoes,5,5300.24,0,1665.17,Returning,Card,Weekday,26501.20,8325.85,26501.20,18175.35,68.58,Friday
INV1000223,17-09-2025,STR040,PRD0049,Accessories,2,8099.54,0,1218.63,Returning,Digital,Weekday,16199.08,2437.26,16199.08,13761.82,84.95,Wednesday
INV1000224,14-09-2024,STR013,PRD0062,Accessories,6,3347.58,25,1560.55,Returning,Digital,Weekend,20085.48,9363.30,15064.11,5700.56,37.84,Saturday
INV1000225,19-06-2025,STR021,PRD0049,Accessories,3,3018.91,0,1457.34,New,Digital,Weekday,9056.73,4372.02,9056.73,4684.71,51.73,Thursday
INV1000226,14-09-2024,STR002,PRD0094,Shoes,2,4123.68,5,977.29,Returning,Cash,Weekend,8247.36,1954.58,7834.99,5880.36,75.05,Saturday
INV1000227,10-12-2024,STR020,PRD0031,Clothing,6,1637.07,5,1407.55,Returning,Digital,Weekday,9822.42,8445.30,9331.30,885.95,9.49,Tuesday
INV1000228,23-05-2025,STR045,PRD0054,Accessories,2,5573.36,0,2098.22,New,Cash,Weekday,11146.72,4196.44,11146.72,6950.28,62.35,Friday
INV1000229,13-09-2025,STR011,PRD0083,Shoes,4,5211.28,10,1241.33,New,Cash,Weekend,20845.12,4965.32,18760.61,13795.19,73.53,Saturday
INV1000230,04-07-2024,STR015,PRD0066,Accessories,2,7544.47,10,1610.92,Returning,Card,Weekday,15088.94,3221.84,13580.05,10358.11,76.27,Thursday
INV1000231,15-02-2024,STR010,PRD0045,Accessories,3,9977.72,0,249.87,Returning,Card,Weekday,29933.16,749.61,29933.16,29183.55,97.50,Thursday
INV1000232,03-11-2025,STR014,PRD0067,Accessories,3,4984.38,5,530.09,Returning,Cash,Weekday,14953.14,1590.27,14205.48,12615.16,88.80,Monday
INV1000233,27-07-2024,STR022,PRD0083,Shoes,5,1587.41,20,1356.02,Returning,Card,Weekend,7937.05,6780.10,6349.64,-430.66,-6.78,Saturday
INV1000234,24-09-2025,STR030,PRD0030,Clothing,1,4089.90,0,1311.81,Returning,Digital,Weekday,4089.90,1311.81,4089.90,2778.09,67.93,Wednesday
INV1000235,01-09-2024,STR029,PRD0076,Accessories,3,4466.66,0,682.88,New,Digital,Weekend,13399.98,2048.64,13399.98,11351.34,84.71,Sunday
INV1000236,14-05-2025,STR021,PRD0026,Clothing,5,2558.98,20,669.23,Returning,Card,Weekday,12794.90,3346.15,10235.92,6889.57,67.31,Wednesday
INV1000237,10-10-2025,STR008,PRD0045,Accessories,3,3714.25,0,247.36,Returning,Card,Weekday,11142.75,742.08,11142.75,10400.67,93.34,Friday
INV1000238,22-07-2025,STR008,PRD0024,Clothing,2,2179.88,0,338.69,Returning,Card,Weekday,4359.76,677.38,4359.76,3682.38,84.46,Tuesday
INV1000239,08-10-2024,STR042,PRD0023,Clothing,2,2997.11,0,743.38,Returning,Digital,Weekday,5994.22,1486.76,5994.22,4507.46,75.20,Tuesday
INV1000240,12-01-2025,STR013,PRD0105,Shoes,6,3564.40,10,621.92,Returning,Cash,Weekend,21386.40,3731.52,19247.76,15516.14,80.61,Sunday
INV1000241,23-05-2025,STR002,PRD0102,Shoes,3,6279.61,0,1347.17,Returning,Digital,Weekday,18838.83,4041.51,18838.83,14797.32,78.55,Friday
INV1000242,30-05-2025,STR032,PRD0071,Accessories,3,5254.82,0,515.44,Returning,Cash,Weekday,15764.46,1546.32,15764.46,14218.14,90.19,Friday
INV1000243,20-09-2025,STR047,PRD0057,Accessories,2,5599.63,0,508.46,Returning,Card,Weekend,11199.26,1016.92,11199.26,10182.34,90.92,Saturday
INV1000244,22-06-2024,STR006,PRD0057,Accessories,6,8693.32,15,360.09,Returning,Digital,Weekend,52159.92,2160.54,44335.93,42175.24,95.13,Saturday
INV1000245,19-06-2024,STR041,PRD0055,Accessories,3,1910.02,0,1139.16,Returning,Cash,Weekday,5730.06,3417.48,5730.06,2312.58,40.36,Wednesday
INV1000246,20-08-2024,STR035,PRD0022,Clothing,3,1956.44,0,1542.90,Returning,Cash,Weekday,5869.32,4628.70,5869.32,1240.62,21.14,Tuesday
INV1000247,21-09-2025,STR049,PRD0101,Shoes,1,3763.49,0,100.34,New,Card,Weekend,3763.49,100.34,3763.49,3663.15,97.33,Sunday
INV1000248,28-08-2025,STR016,PRD0098,Shoes,2,6873.60,0,1057.88,Returning,Cash,Weekday,13747.20,2115.76,13747.20,11631.44,84.61,Thursday
INV1000249,02-12-2024,STR050,PRD0012,Clothing,4,2312.83,10,1166.11,Returning,Card,Weekday,9251.32,4664.44,8326.19,3661.65,43.98,Monday
INV1000250,01-07-2024,STR043,PRD0090,Shoes,1,3379.20,5,156.42,Returning,Card,Weekday,3379.20,156.42,3210.24,3053.77,95.13,Monday
INV1000251,06-11-2024,STR019,PRD0044,Accessories,4,5608.91,20,553.82,Returning,Digital,Weekday,22435.64,2215.28,17948.51,15733.03,87.66,Wednesday
INV1000252,31-01-2025,STR002,PRD0016,Clothing,2,4682.45,5,980.06,New,Digital,Weekday,9364.90,1960.12,8896.66,6936.49,77.97,Friday
INV1000253,14-09-2025,STR018,PRD0012,Clothing,4,3445.65,0,954.32,Returning,Card,Weekend,13782.60,3817.28,13782.60,9965.32,72.30,Sunday
INV1000254,22-03-2025,STR015,PRD0055,Accessories,1,6658.21,0,1439.74,Returning,Card,Weekend,6658.21,1439.74,6658.21,5218.47,78.38,Saturday
INV1000255,23-03-2025,STR022,PRD0105,Shoes,3,1668.28,10,694.45,Returning,Cash,Weekend,5004.84,2083.35,4504.36,2420.91,53.75,Sunday
INV1000256,05-04-2024,STR021,PRD0048,Accessories,2,8845.59,15,536.97,New,Card,Weekday,17691.18,1073.94,15037.50,13963.41,92.86,Friday
INV1000257,24-04-2024,STR040,PRD0084,Shoes,3,1981.64,0,1698.37,Returning,Digital,Weekday,5944.92,5095.11,5944.92,849.81,14.29,Wednesday
INV1000258,17-12-2024,STR006,PRD0115,Shoes,3,1523.35,5,2019.19,New,Cash,Weekday,4570.05,6057.57,4341.55,-1716.07,-39.53,Tuesday
INV1000259,27-10-2025,STR036,PRD0077,Accessories,6,6120.08,15,1916.73,New,Card,Weekday,36720.48,11500.38,31212.41,19711.88,63.15,Monday
INV1000260,23-07-2024,STR013,PRD0096,Shoes,2,3620.61,15,873.32,New,Card,Weekday,7241.22,1746.64,6155.04,4408.25,71.62,Tuesday
INV1000261,09-10-2024,STR005,PRD0068,Accessories,5,8920.63,0,129.57,Returning,Card,Weekday,44603.15,647.85,44603.15,43955.30,98.55,Wednesday
INV1000262,28-01-2024,STR049,PRD0061,Accessories,1,9558.19,0,2194.24,Returning,Card,Weekend,9558.19,2194.24,9558.19,7363.95,77.04,Sunday
INV1000263,04-01-2025,STR019,PRD0081,Shoes,5,5930.93,5,1291.24,New,Card,Weekend,29654.65,6456.20,28171.92,21715.67,77.08,Saturday
INV1000264,13-07-2025,STR033,PRD0027,Clothing,5,4884.41,0,238.14,Returning,Card,Weekend,24422.05,1190.70,24422.05,23231.35,95.12,Sunday
INV1000265,06-02-2025,STR028,PRD0094,Shoes,3,7664.68,0,807.79,Returning,Digital,Weekday,22994.04,2423.37,22994.04,20570.67,89.46,Thursday
INV1000266,06-05-2024,STR048,PRD0023,Clothing,4,1037.49,10,808.55,Returning,Digital,Weekday,4149.96,3234.20,3734.96,500.66,13.40,Monday
INV1000267,20-03-2024,STR017,PRD0022,Clothing,3,2173.41,20,1568.98,Returning,Card,Weekday,6520.23,4706.94,5216.18,509.04,9.76,Wednesday
INV1000268,12-04-2025,STR034,PRD0009,Clothing,3,1683.27,10,1072.98,Returning,Card,Weekend,5049.81,3218.94,4544.83,1325.79,29.17,Saturday
INV1000269,17-03-2024,STR024,PRD0021,Clothing,3,1648.02,5,1371.98,New,Digital,Weekend,4944.06,4115.94,4696.86,580.87,12.37,Sunday
INV1000270,27-12-2023,STR016,PRD0006,Clothing,5,2622.94,0,1320.87,Returning,Card,Weekday,13114.70,6604.35,13114.70,6510.35,49.64,Wednesday
INV1000271,18-04-2025,STR047,PRD0041,Accessories,1,2931.20,0,1195.77,New,Digital,Weekday,2931.20,1195.77,2931.20,1735.43,59.21,Friday
INV1000272,03-10-2024,STR003,PRD0052,Accessories,5,968.59,0,491.11,New,Cash,Weekday,4842.95,2455.55,4842.95,2387.40,49.30,Thursday
INV1000273,18-07-2025,STR037,PRD0101,Shoes,1,2988.15,5,127.79,Returning,Card,Weekday,2988.15,127.79,2838.74,2710.90,95.50,Friday
INV1000274,02-09-2025,STR010,PRD0001,Clothing,1,4695.79,5,1064.50,Returning,Cash,Weekday,4695.79,1064.50,4461.00,3396.45,76.14,Tuesday
INV1000275,15-05-2025,STR043,PRD0049,Accessories,2,8535.36,0,1426.66,Returning,Digital,Weekday,17070.72,2853.32,17070.72,14217.40,83.29,Thursday
INV1000276,06-05-2025,STR010,PRD0092,Shoes,2,2814.74,0,1056.41,Returning,Digital,Weekday,5629.48,2112.82,5629.48,3516.66,62.47,Tuesday
INV1000277,19-07-2025,STR038,PRD0013,Clothing,4,2774.42,0,158.67,Returning,Cash,Weekend,11097.68,634.68,11097.68,10463.00,94.28,Saturday
INV1000278,19-10-2024,STR017,PRD0109,Shoes,4,3068.06,10,1077.84,Returning,Cash,Weekend,12272.24,4311.36,11045.02,6733.56,60.96,Saturday
INV1000279,06-10-2024,STR050,PRD0075,Accessories,5,1357.04,5,1133.12,Returning,Card,Weekend,6785.20,5665.60,6445.94,780.29,12.11,Sunday
INV1000280,03-11-2025,STR008,PRD0012,Clothing,4,1209.27,15,1139.08,New,Cash,Weekday,4837.08,4556.32,4111.52,-444.95,-10.82,Monday
INV1000281,22-12-2023,STR033,PRD0007,Clothing,6,3547.33,30,1622.93,Returning,Digital,Weekday,21283.98,9737.58,14898.79,5160.91,34.64,Friday
INV1000282,01-04-2024,STR009,PRD0016,Clothing,5,553.81,30,1285.43,Returning,Card,Weekday,2769.05,6427.15,1938.34,-4489.12,-231.60,Monday
INV1000283,12-12-2023,STR042,PRD0011,Clothing,4,3120.46,15,465.69,New,Digital,Weekday,12481.84,1862.76,10609.56,8746.65,82.44,Tuesday
INV1000284,06-02-2025,STR008,PRD0006,Clothing,5,4740.26,20,1136.65,New,Card,Weekday,23701.30,5683.25,18961.04,13277.59,70.03,Thursday
INV1000285,10-08-2025,STR014,PRD0024,Clothing,3,1737.42,0,386.87,New,Card,Weekend,5212.26,1160.61,5212.26,4051.65,77.73,Sunday
INV1000286,12-06-2024,STR036,PRD0062,Accessories,3,891.50,0,1200.07,New,Digital,Weekday,2674.50,3600.21,2674.50,-925.71,-34.61,Wednesday
INV1000287,26-03-2025,STR035,PRD0102,Shoes,3,940.62,10,1400.31,Returning,Card,Weekday,2821.86,4200.93,2539.67,-1661.36,-65.42,Wednesday
INV1000288,21-12-2023,STR021,PRD0050,Accessories,4,2923.23,5,642.81,Returning,Digital,Weekday,11692.92,2571.24,11108.27,8536.98,76.85,Thursday
INV1000289,17-01-2024,STR015,PRD0021,Clothing,3,950.60,0,1733.40,Returning,Digital,Weekday,2851.80,5200.20,2851.80,-2348.40,-82.35,Wednesday
INV1000290,17-07-2025,STR012,PRD0031,Clothing,7,3166.34,10,1833.63,Returning,Card,Weekday,22164.38,12835.41,19947.94,7112.43,35.65,Thursday
INV1000291,01-10-2024,STR013,PRD0108,Shoes,2,7913.64,5,1067.42,New,Card,Weekday,15827.28,2134.84,15035.92,12901.03,85.80,Tuesday
INV1000292,01-04-2024,STR002,PRD0068,Accessories,2,4936.49,10,150.15,Returning,Digital,Weekday,9872.98,300.30,8885.68,8585.28,96.62,Monday
INV1000293,13-03-2024,STR021,PRD0008,Clothing,4,598.61,20,274.37,Returning,Card,Weekday,2394.44,1097.48,1915.55,817.87,42.70,Wednesday
INV1000294,30-04-2024,STR043,PRD0051,Accessories,3,5984.36,0,750.82,Returning,Card,Weekday,17953.08,2252.46,17953.08,15700.62,87.45,Tuesday
INV1000295,19-11-2024,STR012,PRD0091,Shoes,7,7774.95,20,332.21,Returning,Card,Weekday,54424.65,2325.47,43539.72,41214.05,94.66,Tuesday
INV1000296,23-06-2025,STR047,PRD0001,Clothing,3,4769.55,0,1550.91,Returning,Digital,Weekday,14308.65,4652.73,14308.65,9655.92,67.48,Monday
INV1000297,25-10-2024,STR040,PRD0029,Clothing,3,3378.41,5,1439.41,Returning,Cash,Weekday,10135.23,4318.23,9628.47,5310.19,55.15,Friday
INV1000298,19-02-2025,STR006,PRD0106,Shoes,3,5904.55,20,1391.15,Returning,Card,Weekday,17713.65,4173.45,14170.92,9997.27,70.55,Wednesday
INV1000299,09-05-2024,STR007,PRD0093,Shoes,3,809.22,10,1531.72,Returning,Card,Weekday,2427.66,4595.16,2184.89,-2410.37,-110.32,Thursday
INV1000300,23-10-2025,STR025,PRD0013,Clothing,3,4229.63,5,167.79,Returning,Cash,Weekday,12688.89,503.37,12054.45,11551.03,95.82,Thursday
INV1000301,08-12-2024,STR002,PRD0041,Accessories,5,2832.94,0,1211.22,Returning,Card,Weekend,14164.70,6056.10,14164.70,8108.60,57.25,Sunday
INV1000302,06-02-2025,STR031,PRD0091,Shoes,2,1023.15,0,362.90,New,Cash,Weekday,2046.30,725.80,2046.30,1320.50,64.53,Thursday
INV1000303,03-09-2024,STR045,PRD0071,Accessories,1,7303.77,0,546.94,New,Card,Weekday,7303.77,546.94,7303.77,6756.83,92.51,Tuesday
INV1000304,28-09-2025,STR010,PRD0007,Clothing,2,2123.73,0,1743.16,New,Cash,Weekend,4247.46,3486.32,4247.46,761.14,17.92,Sunday
INV1000305,01-01-2025,STR041,PRD0038,Clothing,7,4896.76,0,1261.71,New,Card,Weekday,34277.32,8831.97,34277.32,25445.35,74.23,Wednesday
INV1000306,16-08-2024,STR012,PRD0048,Accessories,2,8889.28,5,595.34,New,Cash,Weekday,17778.56,1190.68,16889.63,15698.90,92.95,Friday
INV1000307,28-05-2025,STR049,PRD0090,Shoes,3,5605.77,0,158.11,New,Cash,Weekday,16817.31,474.33,16817.31,16342.98,97.18,Wednesday
INV1000308,21-03-2025,STR025,PRD0105,Shoes,2,4562.59,10,720.02,Returning,Cash,Weekday,9125.18,1440.04,8212.66,6772.52,82.46,Friday
INV1000309,14-10-2025,STR046,PRD0005,Clothing,4,2759.46,15,1739.46,New,Digital,Weekday,11037.84,6957.84,9382.16,2424.17,25.84,Tuesday
INV1000310,19-10-2025,STR014,PRD0104,Shoes,5,2187.63,0,915.32,Returning,Digital,Weekend,10938.15,4576.60,10938.15,6361.55,58.16,Sunday
INV1000311,29-08-2024,STR005,PRD0012,Clothing,1,2246.45,0,1016.65,Returning,Card,Weekday,2246.45,1016.65,2246.45,1229.80,54.74,Thursday
INV1000312,15-07-2025,STR034,PRD0101,Shoes,1,3821.08,0,117.65,Returning,Card,Weekday,3821.08,117.65,3821.08,3703.43,96.92,Tuesday
INV1000313,13-01-2025,STR007,PRD0101,Shoes,4,2859.87,0,123.55,Returning,Card,Weekday,11439.48,494.20,11439.48,10945.28,95.68,Monday
INV1000314,04-01-2025,STR012,PRD0036,Clothing,5,2313.38,10,1203.22,New,Card,Weekend,11566.90,6016.10,10410.21,4394.01,42.21,Saturday
INV1000315,07-04-2025,STR024,PRD0003,Clothing,3,2020.40,0,695.68,New,Digital,Weekday,6061.20,2087.04,6061.20,3974.16,65.57,Monday
INV1000316,22-08-2024,STR009,PRD0039,Clothing,4,4883.99,15,1697.71,Returning,Cash,Weekday,19535.96,6790.84,16605.57,9814.58,59.10,Thursday
INV1000317,07-12-2024,STR014,PRD0106,Shoes,5,3731.63,5,1309.64,Returning,Card,Weekend,18658.15,6548.20,17725.24,11176.99,63.06,Saturday
INV1000318,13-06-2024,STR050,PRD0109,Shoes,1,4574.86,0,988.50,New,Cash,Weekday,4574.86,988.50,4574.86,3586.36,78.39,Thursday
INV1000319,31-12-2024,STR024,PRD0091,Shoes,4,2233.59,5,292.10,Returning,Card,Weekday,8934.36,1168.40,8487.64,7319.19,86.23,Tuesday
INV1000320,11-08-2024,STR012,PRD0112,Shoes,3,4216.99,0,612.77,New,Card,Weekend,12650.97,1838.31,12650.97,10812.66,85.47,Sunday
INV1000321,13-10-2025,STR037,PRD0100,Shoes,4,7747.41,10,1983.39,Returning,Digital,Weekday,30989.64,7933.56,27890.68,19957.02,71.55,Monday
INV1000322,28-11-2023,STR044,PRD0002,Clothing,6,2633.44,0,125.82,Returning,Card,Weekday,15800.64,754.92,15800.64,15045.72,95.22,Tuesday
INV1000323,20-08-2025,STR023,PRD0059,Accessories,1,2744.39,10,405.00,New,Digital,Weekday,2744.39,405.00,2469.95,2064.85,83.60,Wednesday
INV1000324,10-03-2024,STR024,PRD0072,Accessories,3,6579.22,0,1974.04,Returning,Digital,Weekend,19737.66,5922.12,19737.66,13815.54,70.00,Sunday
INV1000325,22-04-2024,STR017,PRD0084,Shoes,1,5919.88,0,2089.29,Returning,Digital,Weekday,5919.88,2089.29,5919.88,3830.59,64.71,Monday
INV1000326,22-09-2025,STR039,PRD0052,Accessories,3,6707.14,10,534.07,Returning,Card,Weekday,20121.42,1602.21,18109.28,16506.97,91.15,Monday
INV1000327,06-11-2024,STR048,PRD0005,Clothing,5,3123.61,15,1796.01,Returning,Digital,Weekday,15618.05,8980.05,13275.34,4295.14,32.35,Wednesday
INV1000328,11-08-2024,STR043,PRD0113,Shoes,3,4819.39,5,964.41,Returning,Digital,Weekend,14458.17,2893.23,13735.26,10841.98,78.94,Sunday
INV1000329,24-01-2025,STR042,PRD0012,Clothing,3,1500.14,20,942.85,New,Cash,Weekday,4500.42,2828.55,3600.34,771.59,21.43,Friday
